ProductID,Date,Zip,Units,Revenue,Country
574,6/5/2003,22395,1,869.14,Germany
622,6/6/2003,22395,1,816.38,Germany
1478,2/15/2000,22395,1,317.52,Germany
609,6/5/2003,22045,1,829.24,Germany
647,6/5/2003,45147,1,900.64,Germany
676,6/5/2003,45147,1,837.38,Germany
2112,6/5/2003,22547,1,572.2,Germany
2053,5/31/2003,22547,1,325.45,Germany
396,2/15/2000,12101,1,857.06,Germany
797,2/15/2000,12101,1,301.82,Germany
642,4/11/2004,12101,1,903.79,Germany
2112,6/5/2003,41179,1,572.2,Germany
559,2/15/2000,12103,1,585.64,Germany
2270,5/31/2003,12103,1,314.95,Germany
687,3/15/2000,12103,1,445.99,Germany
2359,6/5/2003,42657,1,430.45,Germany
609,2/15/2000,12107,1,778.84,Germany
2400,6/5/2003,42651,1,94.45,Germany
573,2/15/2000,12109,1,280.61,Germany
992,5/31/2003,12157,1,278.2,Germany
785,6/6/2003,22527,1,68.2,Germany
786,6/6/2003,22527,1,68.2,Germany
786,6/7/2003,22527,1,68.2,Germany
475,2/15/2000,12159,1,970.2,Germany
500,4/12/2004,12159,1,892.24,Germany
2083,3/15/2000,12159,1,309.7,Germany
559,3/15/2000,12159,1,585.64,Germany
2074,2/15/2000,12159,1,328.07,Germany
1836,6/6/2003,22089,1,146.95,Germany
1182,1/15/2000,12163,1,157.45,Germany
727,1/15/2000,12165,1,62.95,Germany
726,4/10/2004,12165,1,110.2,Germany
761,4/10/2004,12165,1,173.2,Germany
512,6/6/2003,42107,1,230.74,Germany
396,2/15/2000,42107,1,857.06,Germany
2359,4/13/2004,12169,1,430.45,Germany
2396,6/6/2003,42115,1,89.2,Germany
467,6/6/2003,41516,1,900.64,Germany
580,2/15/2000,41516,1,734.74,Germany
573,2/15/2000,41516,1,280.61,Germany
967,4/11/2004,12207,1,698.2,Germany
726,5/31/2003,12207,1,115.45,Germany
989,3/15/2000,12207,1,451.45,Germany
2252,6/10/2003,12207,1,136.45,Germany
2253,6/10/2003,12207,1,136.45,Germany
910,3/15/2000,12207,1,414.7,Germany
2045,4/10/2004,12207,1,419.95,Germany
550,6/6/2003,22393,1,429.19,Germany
676,2/15/2000,22393,1,801.94,Germany
433,4/14/2004,12209,1,880.16,Germany
966,6/6/2003,40468,1,488.2,Germany
1948,3/15/2000,12247,1,296.57,Germany
1948,2/15/2000,12249,1,296.57,Germany
606,3/15/2000,12249,1,314.74,Germany
2016,5/31/2003,12249,1,304.45,Germany
671,6/7/2003,12249,1,892.24,Germany
550,4/11/2004,12249,1,433.39,Germany
631,2/15/2000,12277,1,346.24,Germany
2050,5/31/2003,12277,1,503.95,Germany
597,2/15/2000,12277,1,892.24,Germany
609,2/15/2000,12279,1,778.84,Germany
1948,3/15/2000,12279,1,296.57,Germany
1974,3/15/2000,12279,1,52.45,Germany
964,6/7/2003,12305,1,330.7,Germany
1131,3/15/2000,12305,1,419.95,Germany
681,6/6/2003,41366,1,682.24,Germany
475,6/8/2003,12307,1,1007.21,Germany
838,3/15/2000,12309,1,934.45,Germany
2016,3/15/2000,12351,1,299.2,Germany
2332,5/31/2003,12351,1,367.45,Germany
2094,3/15/2000,12351,1,433.07,Germany
475,3/15/2000,12351,1,970.2,Germany
606,6/3/2003,12351,1,317.89,Germany
1000,6/7/2003,22085,1,89.2,Germany
2056,2/15/2000,12353,1,325.45,Germany
2400,6/7/2003,42279,1,94.45,Germany
94,6/7/2003,40229,1,891.98,Germany
2284,3/15/2000,12357,1,293.95,Germany
725,3/15/2000,12357,1,115.45,Germany
472,4/14/2004,12357,1,961.28,Germany
1894,1/15/2000,12359,1,682.24,Germany
2371,3/15/2000,12359,1,551.2,Germany
976,6/7/2003,12359,1,314.95,Germany
1061,6/3/2003,12359,1,149.57,Germany
1062,6/3/2003,12359,1,149.57,Germany
195,2/15/2000,12359,1,750.23,Germany
491,2/15/2000,12359,1,815.33,Germany
609,2/15/2000,12435,1,778.84,Germany
1926,5/31/2003,12439,1,99.7,Germany
1960,1/15/2000,12439,1,97.07,Germany
1927,5/31/2003,12439,1,99.7,Germany
1053,1/15/2000,12439,1,251.95,Germany
1185,2/15/2000,22143,1,419.95,Germany
2275,6/11/2004,12489,1,330.7,Germany
550,6/10/2003,12526,1,429.19,Germany
2407,4/10/2004,12526,1,81.32,Germany
2287,2/15/2000,12527,1,839.95,Germany
609,3/15/2000,12589,1,778.84,Germany
687,2/15/2000,12619,1,445.99,Germany
609,2/15/2000,42283,1,778.84,Germany
631,2/15/2000,40880,2,692.48,Germany
768,2/15/2000,12627,1,104.95,Germany
1116,3/15/2000,12627,1,251.95,Germany
2045,3/15/2000,12627,1,409.45,Germany
2074,3/15/2000,12627,1,328.07,Germany
491,1/15/2000,12627,1,815.33,Germany
2277,5/31/2003,12627,1,262.45,Germany
816,6/7/2003,12627,1,330.7,Germany
1201,6/7/2003,12627,1,577.45,Germany
757,2/15/2000,12627,1,83.95,Germany
551,4/11/2004,12627,1,922.16,Germany
635,6/3/2003,12627,2,1716.23,Germany
770,2/15/2000,12629,1,257.2,Germany
1957,3/15/2000,12629,1,153.77,Germany
1916,5/31/2003,12629,1,286.07,Germany
770,5/31/2003,12629,1,262.45,Germany
609,1/15/2000,12629,1,778.84,Germany
396,2/15/2000,12629,1,857.06,Germany
676,6/4/2003,12629,1,837.38,Germany
491,2/15/2000,12629,1,815.33,Germany
606,2/15/2000,12629,1,314.74,Germany
609,2/15/2000,12629,1,778.84,Germany
952,6/11/2004,12629,1,262.45,Germany
676,2/15/2000,40723,1,801.94,Germany
676,2/15/2000,40883,1,801.94,Germany
758,2/15/2000,12681,1,83.95,Germany
2252,6/3/2003,12681,1,136.45,Germany
631,1/15/2000,12681,1,346.24,Germany
2252,5/31/2003,12681,1,136.45,Germany
681,3/15/2000,12681,1,629.74,Germany
757,2/15/2000,12681,1,83.95,Germany
2253,6/3/2003,12681,1,136.45,Germany
645,2/15/2000,12681,2,1493.1,Germany
769,2/15/2000,41239,1,257.2,Germany
770,2/15/2000,41239,1,257.2,Germany
797,2/15/2000,41352,1,301.82,Germany
1230,5/31/2003,42799,1,524.95,Germany
2400,5/31/2003,12687,1,94.45,Germany
1915,5/31/2003,47804,1,467.2,Germany
687,2/15/2000,47804,1,445.99,Germany
400,2/15/2000,47804,1,683.81,Germany
676,2/15/2000,47804,1,801.94,Germany
2400,5/31/2003,47804,1,94.45,Germany
396,5/31/2003,47804,1,892.24,Germany
1000,5/31/2003,47804,1,89.2,Germany
2331,3/15/2000,47804,1,535.45,Germany
604,2/15/2000,47804,1,461.74,Germany
2410,3/15/2000,12689,1,99.7,Germany
2252,5/31/2003,46485,1,136.45,Germany
989,3/15/2000,46485,1,467.2,Germany
609,3/15/2000,46485,1,778.84,Germany
631,1/15/2000,46485,1,346.24,Germany
596,6/7/2003,46485,1,776.74,Germany
597,2/15/2000,46485,1,892.24,Germany
2352,2/15/2000,46485,1,367.45,Germany
663,2/15/2000,46485,1,765.45,Germany
559,2/15/2000,13051,1,585.64,Germany
2262,5/31/2003,45359,1,299.2,Germany
683,2/15/2000,45359,1,788.03,Germany
1009,4/12/2004,45359,1,99.7,Germany
2263,5/31/2003,45359,1,299.2,Germany
2277,5/31/2003,45359,3,929.09,Germany
676,1/15/2000,45359,1,801.94,Germany
475,2/15/2000,45359,1,970.2,Germany
488,2/15/2000,45359,1,970.2,Germany
761,6/11/2004,45359,1,173.2,Germany
2280,5/31/2003,50767,1,170.57,Germany
606,2/15/2000,50767,1,314.74,Germany
609,2/15/2000,50767,1,778.84,Germany
676,2/15/2000,50767,1,801.94,Germany
2396,5/31/2003,50767,1,89.2,Germany
2047,3/15/2000,50767,1,377.95,Germany
2373,5/31/2003,50767,1,556.45,Germany
910,5/31/2003,50767,1,430.45,Germany
2359,5/31/2003,50767,1,430.45,Germany
609,3/15/2000,50767,1,778.84,Germany
2396,6/7/2003,50767,1,89.2,Germany
2235,5/31/2003,13059,1,70.82,Germany
2255,5/31/2003,13059,1,60.32,Germany
663,2/15/2000,47051,1,765.45,Germany
609,4/11/2004,47051,1,850.24,Germany
2352,3/15/2000,47051,1,388.45,Germany
488,3/15/2000,47051,1,970.2,Germany
1000,6/10/2004,47051,1,89.2,Germany
676,2/15/2000,52159,1,801.94,Germany
769,2/15/2000,52159,1,257.2,Germany
2064,3/15/2000,52159,1,488.2,Germany
396,1/15/2000,52159,1,857.06,Germany
826,5/31/2003,52159,1,944.95,Germany
981,6/7/2003,52159,1,157.45,Germany
2332,6/7/2003,52159,1,367.45,Germany
940,6/8/2003,52159,1,687.7,Germany
2282,1/15/2000,52159,1,304.45,Germany
609,2/15/2000,52159,1,778.84,Germany
551,4/10/2004,52159,1,922.16,Germany
1131,6/4/2003,52159,1,430.45,Germany
599,2/15/2000,52159,1,753.64,Germany
631,2/15/2000,52159,2,692.48,Germany
1990,2/15/2000,52159,1,257.2,Germany
770,2/15/2000,52159,1,257.2,Germany
2277,2/15/2000,52159,1,251.95,Germany
740,6/7/2003,13089,1,173.2,Germany
739,6/7/2003,13089,1,173.2,Germany
1065,6/3/2003,13089,1,304.45,Germany
1066,6/3/2003,13089,1,304.45,Germany
1086,6/4/2003,13089,1,84,Germany
1085,6/4/2003,13089,1,84,Germany
767,2/15/2000,46145,1,104.95,Germany
1045,3/15/2000,46145,1,207.32,Germany
768,2/15/2000,46145,1,104.95,Germany
826,4/11/2004,13129,1,918.7,Germany
676,1/15/2000,13129,1,801.94,Germany
1065,1/15/2000,13129,1,296.57,Germany
464,6/3/2003,13129,1,866.25,Germany
797,2/15/2000,46537,1,301.82,Germany
550,6/3/2003,46537,1,429.19,Germany
604,6/3/2003,46537,1,480.64,Germany
475,3/15/2000,46537,3,2910.6,Germany
1017,5/31/2003,46537,1,262.45,Germany
906,6/7/2003,46537,1,419.95,Germany
475,2/15/2000,46537,3,2910.6,Germany
687,2/15/2000,46537,1,445.99,Germany
443,2/15/2000,46537,1,790.91,Germany
604,2/15/2000,46537,1,461.74,Germany
663,2/15/2000,46537,1,765.45,Germany
989,2/15/2000,47877,1,451.45,Germany
1008,3/15/2000,47877,1,236.2,Germany
1008,2/15/2000,46483,1,236.2,Germany
599,2/15/2000,46483,3,2260.91,Germany
1949,2/15/2000,46483,2,593.15,Germany
676,3/15/2000,46483,1,801.94,Germany
2064,4/11/2004,46483,1,496.07,Germany
1202,6/3/2003,46483,1,619.45,Germany
604,4/14/2004,13159,1,494.81,Germany
2234,5/31/2003,13159,2,141.65,Germany
400,3/15/2000,13159,1,683.81,Germany
2352,6/7/2003,13159,1,367.45,Germany
396,2/15/2000,13159,1,857.06,Germany
550,2/15/2000,13159,1,403.99,Germany
609,2/15/2000,13159,1,778.84,Germany
1157,2/15/2000,47443,1,377.95,Germany
400,1/15/2000,47443,1,683.81,Germany
499,3/15/2000,47443,1,846.3,Germany
631,1/15/2000,47443,1,346.24,Germany
2083,2/15/2000,50999,1,309.7,Germany
475,2/15/2000,50999,1,970.2,Germany
910,3/15/2000,50999,2,829.4,Germany
1909,3/15/2000,50999,1,199.45,Germany
491,3/15/2000,50999,1,815.33,Germany
785,4/10/2004,50999,1,57.7,Germany
786,4/10/2004,50999,1,57.7,Germany
910,5/31/2003,50999,1,430.45,Germany
2400,6/3/2003,50999,1,94.45,Germany
609,2/15/2000,50999,1,778.84,Germany
2295,5/31/2003,13189,1,887.2,Germany
604,3/15/2000,13189,1,461.74,Germany
